% k1,k2,"Time=1, timeint(0, 1,D )"
0.000000000000000,0.000000000000000,0.000000000000000
0.000000000000000,1.000000000000000,0.000000000000000
0.000000000000000,2.000000000000000,0.000000000000000
0.000000000000000,3.000000000000000,0.000000000000000
0.000000000000000,4.000000000000000,0.000000000000000
0.000000000000000,5.000000000000000,0.000000000000000
0.000000000000000,6.000000000000000,0.000000000000000
0.000000000000000,7.000000000000000,0.000000000000000
0.000000000000000,8.000000000000000,0.000000000000000
0.000000000000000,9.000000000000000,0.000000000000000
0.000000000000000,10.00000000000000,0.000000000000000
1.000000000000000,0.000000000000000,0.000000000000000
1.000000000000000,1.000000000000000,1.288633795367875E-3
1.000000000000000,2.000000000000000,1.485809435422374E-3
1.000000000000000,3.000000000000000,1.586611998375297E-3
1.000000000000000,4.000000000000000,1.649675516601800E-3
1.000000000000000,5.000000000000000,1.693438303668875E-3
1.000000000000000,6.000000000000000,1.725906564282961E-3
1.000000000000000,7.000000000000000,1.751177552919415E-3
1.000000000000000,8.000000000000000,1.771573952193991E-3
1.000000000000000,9.000000000000000,1.788509282806395E-3
1.000000000000000,10.00000000000000,1.814975557329745E-3
2.000000000000000,0.000000000000000,0.000000000000000
2.000000000000000,1.000000000000000,1.735198414860316E-3
2.000000000000000,2.000000000000000,1.946383101317160E-3
2.000000000000000,3.000000000000000,1.996110823250207E-3
2.000000000000000,4.000000000000000,2.047757293590933E-3
2.000000000000000,5.000000000000000,2.081126569111213E-3
2.000000000000000,6.000000000000000,2.104458953231914E-3
2.000000000000000,7.000000000000000,2.121433711463746E-3
2.000000000000000,8.000000000000000,2.134729622758391E-3
2.000000000000000,9.000000000000000,2.145750409472320E-3
2.000000000000000,10.00000000000000,2.154477905607620E-3
3.000000000000000,0.000000000000000,0.000000000000000
3.000000000000000,1.000000000000000,1.983159918751581E-3
3.000000000000000,2.000000000000000,2.173336859349679E-3
3.000000000000000,3.000000000000000,2.263353312961243E-3
3.000000000000000,4.000000000000000,2.313306633797857E-3
3.000000000000000,5.000000000000000,2.344626732331922E-3
3.000000000000000,6.000000000000000,2.374942229760912E-3
3.000000000000000,7.000000000000000,2.390065664847131E-3
3.000000000000000,8.000000000000000,2.401331416916060E-3
3.000000000000000,9.000000000000000,2.421347854278000E-3
3.000000000000000,10.00000000000000,2.426627180982176E-3
4.000000000000000,0.000000000000000,0.000000000000000
4.000000000000000,1.000000000000000,2.207118963774742E-3
4.000000000000000,2.000000000000000,2.422932009458101E-3
4.000000000000000,3.000000000000000,2.510111746568656E-3
4.000000000000000,4.000000000000000,2.554347188824475E-3
4.000000000000000,5.000000000000000,2.579237784280049E-3
4.000000000000000,6.000000000000000,2.586545429707579E-3
4.000000000000000,7.000000000000000,2.512140987042535E-3
4.000000000000000,8.000000000000000,2.510411969051176E-3
4.000000000000000,9.000000000000000,2.507627479464026E-3
4.000000000000000,10.00000000000000,2.504077484101879E-3
5.000000000000000,0.000000000000000,0.000000000000000
5.000000000000000,1.000000000000000,2.343515336196367E-3
5.000000000000000,2.000000000000000,2.536744885642766E-3
5.000000000000000,3.000000000000000,2.595462327263073E-3
5.000000000000000,4.000000000000000,2.616870304645543E-3
5.000000000000000,5.000000000000000,2.635116192328747E-3
5.000000000000000,6.000000000000000,2.636816978464223E-3
5.000000000000000,7.000000000000000,2.643761930288032E-3
5.000000000000000,8.000000000000000,2.638421797911190E-3
5.000000000000000,9.000000000000000,2.632225324178311E-3
5.000000000000000,10.00000000000000,2.625712760918266E-3
6.000000000000000,0.000000000000000,0.000000000000000
6.000000000000000,1.000000000000000,2.459759757987171E-3
6.000000000000000,2.000000000000000,2.653908551130207E-3
6.000000000000000,3.000000000000000,2.722333655795163E-3
6.000000000000000,4.000000000000000,2.743954535116165E-3
6.000000000000000,5.000000000000000,2.783773481699000E-3
6.000000000000000,6.000000000000000,2.753517061696142E-3
6.000000000000000,7.000000000000000,2.747339569188520E-3
6.000000000000000,8.000000000000000,2.794039607435577E-3
6.000000000000000,9.000000000000000,2.785379014070221E-3
6.000000000000000,10.00000000000000,2.776563240098124E-3
7.000000000000000,0.000000000000000,0.000000000000000
7.000000000000000,1.000000000000000,2.587573169264768E-3
7.000000000000000,2.000000000000000,2.786079710866658E-3
7.000000000000000,3.000000000000000,2.873836820671236E-3
7.000000000000000,4.000000000000000,2.887711380064674E-3
7.000000000000000,5.000000000000000,2.887001156208320E-3
7.000000000000000,6.000000000000000,2.880410295285506E-3
7.000000000000000,7.000000000000000,2.871507519664660E-3
7.000000000000000,8.000000000000000,2.887142826567368E-3
7.000000000000000,9.000000000000000,2.875437486942916E-3
7.000000000000000,10.00000000000000,2.864071362712191E-3
8.000000000000000,0.000000000000000,0.000000000000000
8.000000000000000,1.000000000000000,2.708982848334629E-3
8.000000000000000,2.000000000000000,2.912627201525080E-3
8.000000000000000,3.000000000000000,2.969418694693330E-3
8.000000000000000,4.000000000000000,3.010155563048668E-3
8.000000000000000,5.000000000000000,3.007978237396527E-3
8.000000000000000,6.000000000000000,2.999869257198084E-3
8.000000000000000,7.000000000000000,2.989418659707349E-3
8.000000000000000,8.000000000000000,2.978216855220329E-3
8.000000000000000,9.000000000000000,2.966998763721064E-3
8.000000000000000,10.00000000000000,2.969819764653808E-3
9.000000000000000,0.000000000000000,0.000000000000000
9.000000000000000,1.000000000000000,2.938193683430702E-3
9.000000000000000,2.000000000000000,3.136662740947594E-3
9.000000000000000,3.000000000000000,3.110499548211327E-3
9.000000000000000,4.000000000000000,3.116206890802344E-3
9.000000000000000,5.000000000000000,3.107077808880811E-3
9.000000000000000,6.000000000000000,3.110703204439778E-3
9.000000000000000,7.000000000000000,3.090259687003032E-3
9.000000000000000,8.000000000000000,3.010012227167582E-3
9.000000000000000,9.000000000000000,2.998265043913993E-3
9.000000000000000,10.00000000000000,2.957895169934550E-3
10.00000000000000,0.000000000000000,0.000000000000000
10.00000000000000,1.000000000000000,3.027840925466742E-3
10.00000000000000,2.000000000000000,3.220513894150016E-3
10.00000000000000,3.000000000000000,3.257348855475133E-3
10.00000000000000,4.000000000000000,3.251929339558563E-3
10.00000000000000,5.000000000000000,3.232112890970936E-3
10.00000000000000,6.000000000000000,3.207310388594526E-3
10.00000000000000,7.000000000000000,3.181217087528493E-3
10.00000000000000,8.000000000000000,3.155386770479782E-3
10.00000000000000,9.000000000000000,3.123175187115386E-3
10.00000000000000,10.00000000000000,3.035057292687448E-3
